img_id,all_correct_1,n_correct_1,n_atoms_1,ge2_gm,ge2_am,all_correct_2,n_correct_2,n_atoms_2,all_correct_3,n_correct_3,n_atoms_3
292,1,8,8,0.7147468218893549,0.8718858044423913,1,8,8,1,8,8
293,1,8,8,0.9999581058273023,0.9999581073524901,1,8,8,1,8,8
294,0,6,7,0.12826979933976865,0.8570950827298468,0,6,7,0,6,7
295,0,5,6,0.10109661591527234,0.83332186979986,0,5,6,0,5,6
296,0,5,6,0.1569926542663109,0.6523126197466426,0,5,6,0,5,6
297,0,4,7,0.0006846270645400264,0.5713963357508337,0,4,7,0,4,7
298,0,4,6,0.000543089210411213,0.47376362780739306,0,4,6,0,4,6
299,1,7,7,0.1617919169220916,0.857134694876079,1,7,7,1,7,7
300,0,3,6,8.096708303784111e-07,0.32956007415827965,0,3,6,0,3,6
301,0,6,8,0.028997896599992013,0.8124862290968015,0,6,8,0,6,8
302,0,4,9,0.00037826770580914914,0.4277917946136699,0,4,9,0,4,9
303,1,9,9,0.9999512773227067,0.9999512793238051,1,9,9,1,9,9
304,0,6,7,0.13293547359228503,0.8571089508625042,0,6,7,0,6,7
305,0,7,9,0.021937894319180407,0.6667043217652554,0,7,9,0,7,9
306,0,2,6,1.2463866897223025e-05,0.33333359755114306,0,2,6,0,2,6
307,0,4,6,0.0012976449374533154,0.6665879349984554,0,4,6,0,4,6
308,0,8,9,0.2412334143577912,0.7076775969955319,0,8,9,0,8,9
309,0,1,6,1.6834173931343804e-06,0.18386697576061375,0,1,6,0,1,6
310,0,4,6,0.001410049571116036,0.6660451867702669,0,4,6,1,6,6
311,1,8,8,0.17650814249896657,0.8749887547039246,1,8,8,1,8,8
312,0,6,8,0.003987767755053337,0.7161444449181507,0,6,8,0,6,8
313,0,6,8,0.0009653211085898632,0.7192078942150254,0,6,8,0,6,8
314,0,4,8,1.5183974508422461e-05,0.4999854433292554,0,4,8,0,4,8
315,0,6,8,0.015381042203585386,0.7498014691749392,0,6,8,0,5,8
316,0,5,6,0.15002135417863172,0.686456195452453,0,5,6,0,5,6
317,0,8,9,0.23686555504397797,0.8676257962979324,0,8,9,0,8,9
318,1,6,6,1.7126347404902827e-05,0.45005427611424004,1,6,6,1,6,6
319,0,5,7,0.019288170925784283,0.8561715255574963,0,5,7,0,5,7
320,0,7,8,0.15735802786999362,0.8224801234584637,0,7,8,0,7,8
321,0,4,7,0.08942718370038964,0.4880783062855421,0,4,7,0,4,7
322,0,5,6,0.10988203407919396,0.8333222329852571,0,5,6,0,5,6
323,0,4,7,4.613797779882439e-05,0.5714178136695286,0,4,7,0,4,7
324,0,5,7,0.002145736922213547,0.7137316911947478,0,5,7,0,5,7
325,0,4,9,0.0014610736334011907,0.5555613831997583,0,4,9,0,4,9
326,0,2,6,4.5752848404912627e-07,0.33167289402980066,0,2,6,0,2,6
327,0,3,7,8.239764520697674e-05,0.42857299799459153,0,3,7,0,3,7
328,0,4,6,0.007224792708770531,0.5003135659891319,0,4,6,0,4,6
329,0,6,8,0.008740606369647018,0.7454019595705313,0,6,8,0,6,8
330,0,3,6,0.0035627486311556743,0.48847817200170396,0,3,6,0,3,6
331,0,0,6,0.007662024219282015,0.10155162174418848,0,0,6,0,0,6
332,1,8,8,0.26035262215509475,0.8730706045887187,1,8,8,1,8,8
333,1,7,7,0.921015838656227,0.9374477797262124,1,7,7,1,7,7
334,1,8,8,0.9795059730320864,0.9808167232155721,1,8,8,1,8,8
335,0,3,7,0.00017287175252773634,0.42866777944320406,0,3,7,0,3,7
336,0,4,6,0.0015984906583774287,0.66648044912584,0,4,6,0,2,6
337,0,6,8,0.003919017869286026,0.6344204941259658,0,6,8,0,5,8
338,0,6,7,0.09723705988189489,0.7526182292357918,0,6,7,0,6,7
339,0,3,8,4.048259225375429e-05,0.35645486506913115,0,3,8,0,3,8
340,0,4,6,0.00673778814577644,0.6666447904277569,0,4,6,0,4,6
341,0,6,8,0.032648941692840695,0.749933184526633,0,6,8,0,6,8
342,0,6,8,0.0060332235659015885,0.7496546806071842,0,6,8,0,6,8
343,0,5,9,0.0021545073905759843,0.5543970665397597,0,5,9,0,5,9
344,1,8,8,0.7938208486496612,0.8913874230879048,1,8,8,1,8,8
345,1,6,6,0.24235063283029554,0.8327012107318154,1,6,6,1,6,6
346,0,7,8,0.08012838563490897,0.7498765804313855,0,7,8,0,7,8
347,0,5,6,9.981257143584626e-05,0.6647945950402125,0,5,6,0,5,6
348,0,5,8,0.024847969382670466,0.5071867063120612,0,5,8,0,4,8
349,0,7,8,0.038142652865461354,0.749260998665835,0,7,8,0,7,8
350,0,4,7,2.539435283391278e-05,0.45206219066204145,0,4,7,0,4,7
351,0,5,8,0.0032916396907830487,0.6720837126247804,0,5,8,0,5,8
